run_id,missing_rate,prompt_style,trial,model,cleaning_action_sales_gbp,total_features_created,has_lag_52,top_feature_ranked,downstream_rmse,proposed_features_list,top_3_features_list,status
251,0.19,verbose,1,anthropic/claude-3.5-sonnet,drop_rows,17,True,rolling_13_mean,2010.75,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['rolling_13_mean', 'rolling_4_mean', 'lag_4']",success
252,0.19,verbose,2,anthropic/claude-3.5-sonnet,drop_rows,16,True,lag_1,1877.05,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean', 'rolling_4_std']","['lag_1', 'rolling_4_mean', 'rolling_13_mean']",success
253,0.19,verbose,3,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1611.54,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_13_mean', 'rolling_4_mean']",success
254,0.19,verbose,4,anthropic/claude-3.5-sonnet,drop_rows,17,True,rolling_4_std,1438.48,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_13_mean', 'rolling_4_std']","['rolling_4_std', 'rolling_13_mean', 'rolling_4_mean']",success
255,0.19,verbose,5,anthropic/claude-3.5-sonnet,drop_rows,16,True,lag_1,1880.72,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean', 'rolling_4_std']","['lag_1', 'rolling_13_mean', 'rolling_4_std']",success
256,0.19,verbose,6,anthropic/claude-3.5-sonnet,drop_rows,16,True,lag_1,1494.09,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_13_mean', 'lag_4']",success
257,0.19,verbose,7,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1830.26,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_max']","['lag_1', 'rolling_4_std', 'lag_4']",success
258,0.19,verbose,8,anthropic/claude-3.5-sonnet,drop_rows,16,True,lag_1,1707.23,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean', 'rolling_4_std']","['lag_1', 'rolling_13_mean', 'rolling_4_mean']",success
259,0.19,verbose,9,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1605.84,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_max']","['lag_1', 'rolling_4_mean', 'lag_4']",success
260,0.19,verbose,10,anthropic/claude-3.5-sonnet,drop_rows,16,True,rolling_13_mean,1733.99,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean', 'rolling_4_std']","['rolling_13_mean', 'rolling_4_std', 'rolling_4_mean']",success
261,0.19,concise,1,anthropic/claude-3.5-sonnet,drop_rows,18,False,lag_1,762.47,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_8', 'lag_13', 'rolling_4_mean', 'rolling_4_std', 'rolling_8_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
262,0.19,concise,2,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,2067.91,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_8', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_13_mean', 'rolling_4_std']",success
263,0.19,concise,3,anthropic/claude-3.5-sonnet,drop_rows,17,True,rolling_4_std,1603.95,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_13_mean', 'rolling_4_std']","['rolling_4_std', 'lag_1', 'rolling_4_mean']",success
264,0.19,concise,4,anthropic/claude-3.5-sonnet,drop_rows,17,True,rolling_4_std,1429.87,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['rolling_4_std', 'rolling_4_mean', 'rolling_13_mean']",success
265,0.19,concise,5,anthropic/claude-3.5-sonnet,drop_rows,16,True,lag_1,1897.64,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'rolling_13_mean']",success
266,0.19,concise,6,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1637.3,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_8', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_13_mean', 'lag_4']",success
267,0.19,concise,7,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1810.36,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_13_mean', 'rolling_4_mean']",success
268,0.19,concise,8,anthropic/claude-3.5-sonnet,drop_rows,18,False,lag_1,748.72,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_8', 'lag_13', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_8_max']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
269,0.19,concise,9,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1578.63,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_4_std', 'rolling_13_mean']",success
270,0.19,concise,10,anthropic/claude-3.5-sonnet,drop_rows,18,True,rolling_13_mean,1702.06,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_8', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['rolling_13_mean', 'rolling_4_mean', 'rolling_4_std']",success
271,0.19,reordered,1,anthropic/claude-3.5-sonnet,drop_rows,17,True,rolling_13_mean,2010.75,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['rolling_13_mean', 'rolling_4_mean', 'lag_4']",success
272,0.19,reordered,2,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1901.48,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_4_std', 'rolling_13_mean']",success
273,0.19,reordered,3,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1611.54,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_13_mean', 'rolling_4_mean']",success
274,0.19,reordered,4,anthropic/claude-3.5-sonnet,drop_rows,17,True,rolling_4_std,1438.48,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_13_mean', 'rolling_4_std']","['rolling_4_std', 'rolling_13_mean', 'rolling_4_mean']",success
275,0.19,reordered,5,anthropic/claude-3.5-sonnet,drop_rows,18,True,rolling_13_mean,1977.24,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['rolling_13_mean', 'lag_1', 'lag_4']",success
276,0.19,reordered,6,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1593.45,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_13_mean', 'lag_4']",success
277,0.19,reordered,7,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1810.36,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_13_mean', 'rolling_4_mean']",success
278,0.19,reordered,8,anthropic/claude-3.5-sonnet,drop_rows,17,True,rolling_13_mean,1841.78,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['rolling_13_mean', 'lag_1', 'rolling_4_std']",success
279,0.19,reordered,9,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1605.84,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_max']","['lag_1', 'rolling_4_mean', 'lag_4']",success
280,0.19,reordered,10,anthropic/claude-3.5-sonnet,drop_rows,17,True,rolling_13_mean,1819.66,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['rolling_13_mean', 'rolling_4_std', 'rolling_4_mean']",success
281,0.22,baseline,1,anthropic/claude-3.5-sonnet,drop_rows,17,True,rolling_13_mean,1915.98,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['rolling_13_mean', 'lag_4', 'rolling_4_std']",success
282,0.22,baseline,2,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,2087.46,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_13_mean', 'rolling_4_std']",success
283,0.22,baseline,3,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1736.49,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_4_std', 'rolling_13_mean']",success
284,0.22,baseline,4,anthropic/claude-3.5-sonnet,drop_rows,18,True,rolling_13_mean,1631.09,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['rolling_13_mean', 'rolling_4_std', 'lag_4']",success
285,0.22,baseline,5,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,2286.32,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_std']","['lag_1', 'lag_4', 'rolling_4_mean']",success
286,0.22,baseline,6,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1823.77,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_13_mean', 'rolling_4_std']",success
287,0.22,baseline,7,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,2346.13,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_4_std', 'rolling_13_mean']",success
288,0.22,baseline,8,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,1700.68,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['lag_1', 'rolling_13_mean', 'rolling_4_std']",success
289,0.22,baseline,9,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1648.94,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_4_std', 'rolling_13_mean']",success
290,0.22,baseline,10,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_4,1756.75,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_std']","['lag_4', 'rolling_4_mean', 'lag_1']",success
291,0.22,verbose,1,anthropic/claude-3.5-sonnet,drop_rows,17,True,rolling_13_mean,1915.98,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['rolling_13_mean', 'lag_4', 'rolling_4_std']",success
292,0.22,verbose,2,anthropic/claude-3.5-sonnet,drop_rows,16,True,lag_1,2045.91,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
293,0.22,verbose,3,anthropic/claude-3.5-sonnet,drop_rows,16,True,lag_1,1617.47,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_13_mean', 'rolling_4_std']",success
294,0.22,verbose,4,anthropic/claude-3.5-sonnet,drop_rows,16,True,rolling_13_mean,1532.98,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean', 'rolling_4_std']","['rolling_13_mean', 'rolling_4_mean', 'lag_1']",success
295,0.22,verbose,5,anthropic/claude-3.5-sonnet,drop_rows,18,True,lag_1,2286.32,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_13_max']","['lag_1', 'lag_4', 'rolling_4_mean']",success
296,0.22,verbose,6,anthropic/claude-3.5-sonnet,drop_rows,16,True,lag_1,1759.95,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_13_mean', 'lag_4']",success
297,0.22,verbose,7,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,2346.13,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_4_std', 'rolling_13_mean']",success
298,0.22,verbose,8,anthropic/claude-3.5-sonnet,drop_rows,16,True,lag_1,1655.67,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_13_mean', 'rolling_4_std']","['lag_1', 'rolling_13_mean', 'rolling_4_std']",success
299,0.22,verbose,9,anthropic/claude-3.5-sonnet,drop_rows,16,True,lag_1,1609.43,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
300,0.22,verbose,10,anthropic/claude-3.5-sonnet,drop_rows,16,True,lag_1,1544.31,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'lag_4', 'rolling_4_std']",success
301,0.22,concise,1,anthropic/claude-3.5-sonnet,drop_rows,19,True,rolling_13_mean,1984.53,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_8', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean', 'rolling_26_mean']","['rolling_13_mean', 'rolling_4_mean', 'lag_4']",success
302,0.22,concise,2,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,2087.46,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_13_mean', 'rolling_4_std']",success
303,0.22,concise,3,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1736.49,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_4_std', 'rolling_13_mean']",success
304,0.22,concise,4,anthropic/claude-3.5-sonnet,drop_rows,17,True,rolling_13_mean,1621.79,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['rolling_13_mean', 'rolling_4_std', 'rolling_4_mean']",success
305,0.22,concise,5,anthropic/claude-3.5-sonnet,drop_rows,18,False,lag_1,863.62,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_8', 'lag_13', 'rolling_4_mean', 'rolling_4_std', 'rolling_8_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_mean', 'rolling_4_std']",success
306,0.22,concise,6,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1823.77,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_13_mean', 'rolling_4_std']",success
307,0.22,concise,7,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,2346.13,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_4_std', 'rolling_13_mean']",success
308,0.22,concise,8,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1854.31,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_13_mean', 'rolling_4_std']",success
309,0.22,concise,9,anthropic/claude-3.5-sonnet,drop_rows,18,False,lag_1,850.58,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_8', 'lag_13', 'rolling_4_mean', 'rolling_4_std', 'rolling_8_mean', 'rolling_13_mean']","['lag_1', 'rolling_4_std', 'rolling_4_mean']",success
310,0.22,concise,10,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_4,1708.77,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_4', 'rolling_4_std', 'rolling_13_mean']",success
311,0.22,reordered,1,anthropic/claude-3.5-sonnet,drop_rows,17,True,rolling_13_mean,1915.98,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['rolling_13_mean', 'lag_4', 'rolling_4_std']",success
312,0.22,reordered,2,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,2087.46,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_13_mean', 'rolling_4_std']",success
313,0.22,reordered,3,anthropic/claude-3.5-sonnet,drop_rows,17,True,lag_1,1736.49,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['lag_1', 'rolling_4_std', 'rolling_13_mean']",success
314,0.22,reordered,4,anthropic/claude-3.5-sonnet,drop_rows,17,True,rolling_13_mean,1621.79,"['units_sold', 'promotions_active', 'store_count', 'week_of_year', 'month', 'quarter', 'category_Electronics', 'category_Food', 'category_Home & Garden', 'category_Sports', 'lag_1', 'lag_4', 'lag_13', 'lag_52', 'rolling_4_mean', 'rolling_4_std', 'rolling_13_mean']","['rolling_13_mean', 'rolling_4_std', 'rolling_4_mean']",success
